PC1,PC2
60872.285,6068.4346
-21036.127,36936.277
-13211.507,-2209.9578
45149.625,-18627.574
13421.944,-25482.562
-21333.91,7858.9795
36527.625,-9142.653
27901.219,8329.162
29963.832,27737.285
51960.094,42058.61
52076.1,-40038.516
19331.95,32667.838
-22218.115,-34982.305
-12972.032,-1747.5082
13485.017,-18444.225
-8525.951,-26385.312
-25468.012,-2050.6687
-14416.209,38360.992
-28138.174,11985.79
-17083.23,25135.93
25634.908,2389.4346
-31171.01,35834.93
-8588.781,-30776.377
-14328.976,28107.896
27175.754,-15704.224
-30497.969,45627.72
-23057.643,-28817.752
-23346.855,28098.943
60140.977,-21886.283
36761.98,-4681.305
-15156.178,28407.734
41188.406,-40920.016
-32857.52,7013.881
-30964.83,-37821.957
44772.14,23447.756
2928.1848,29220.05
35620.527,31365.883
43804.617,9987.281
-9184.218,47566.234
5990.064,-12349.161
36713.812,-45606.81
-10979.301,-14740.242
39313.863,-8495.379
-28696.033,47704.367
2265.5576,14601.489
4370.369,-46558.625
-33738.63,40517.637
1154.419,-33200.492
58164.363,-24213.414
916.1681,-17805.678
-28232.441,6999.9536
-28325.521,-1595.4579
25257.66,5947.552
-32645.129,30417.533
62454.12,-22574.35
-32000.912,-17239.248
4921.5664,23622.105
47936.664,26359.105
-3312.1487,-25594.9
-26673.979,-38218.66
-24186.27,7168.7686
-23811.715,-11107.411
-23416.389,18316.738
-12819.046,-13742.122
-21623.049,-27584.477
-4172.0,-29629.805
-17991.572,7447.4917
-21924.781,-23945.545
-23721.65,2479.6
-9333.954,21648.36
30931.467,-33530.848
52988.96,25979.02
-28104.13,-14490.798
-22223.67,-33889.57
43905.613,32405.418
-21465.57,40279.543
43643.71,6059.706
6597.5835,-11958.718
-32569.934,-37186.008
-31072.494,39426.176
55337.02,34094.406
41404.445,17124.518
18302.066,-31403.15
1684.169,42531.062
-23018.0,14995.792
-28782.686,13415.77
24347.303,-19110.994
-4785.9805,-23173.605
-26787.201,27272.568
6304.2397,-16953.81
-21917.5,-29088.957
-21080.193,37397.64
-30925.83,-18795.98
33734.004,-22537.857
50459.73,-9150.303
-20952.809,-12426.525
-30750.914,39020.773
-21582.227,-19168.314
-11438.53,-7588.134
-21061.639,-7157.217
44829.14,24874.031
-14477.971,-3437.8176
45662.14,46517.53
15548.25,34373.043
23762.055,-21489.521
-13420.469,-19784.893
-23167.223,25261.488
-15841.692,42262.62
-26449.37,-4723.7314
-21294.484,-41957.562
13865.675,-30454.041
-12485.312,9904.682
-21894.275,-4674.8716
-12289.957,-24492.475
-21399.043,-610.3938
1988.1992,22956.215
-14866.686,31530.592
-6315.734,13637.857
-14099.442,6111.7554
4241.662,-20009.34
-29638.38,-43300.207
-21585.225,42299.676
-32746.78,47910.18
-28471.908,-1499.4601
-14121.31,18366.61
-16528.395,-41360.438
-22178.594,-40045.79
-21548.072,-48108.242
-16011.629,-5081.05
25188.8,42300.594
-21738.887,-39657.914
50924.945,-43657.973
-33736.293,20891.494
-31163.062,43694.867
-22082.654,-28715.635
-27907.947,-15386.68
-22049.037,-44327.887
-12358.818,-45044.82
-16785.854,-41065.96
18181.928,-23261.957
54727.445,31094.17
-33815.62,-8248.702
2660.134,-15164.943
-1192.3264,42994.633
-23347.328,-3697.635
-30977.828,-9952.223
-29477.404,-23852.51
-5824.308,-31671.955
44861.406,-34583.062
-31040.441,-38466.34
462.294,-37630.71
-18879.383,-31885.133
-12894.269,-28326.664
30901.07,32240.305
-23934.326,12308.345
-10305.185,26988.166
-22629.676,-47874.723
52987.82,23542.186
51612.633,33265.285
-407.39185,25572.14
-20961.426,-30328.115
-6269.1396,-38319.33
-23156.02,2237.2637
-22204.479,19741.54
22927.475,6937.2964
-22229.242,41298.254
-27959.314,1822.0775
-21501.467,-29608.3
-26004.182,-16960.88
54276.074,-32289.502
-28438.324,-33877.65
-26752.625,-17920.291
39403.72,29593.938
-8724.083,32778.914
-17633.307,15455.201
-22121.8,1900.1659
35565.33,-31340.648
33478.086,25404.797
-22113.799,-45261.836
-30771.875,23436.574
-21415.863,7930.458
13865.399,-38783.668
-12123.413,-31403.982
-31054.895,-43510.312
55992.09,35763.02
-30253.258,-28212.207
5042.899,4500.482
52961.04,-23890.088
-28630.334,2610.013
1867.3365,12374.64
7676.1587,-37170.824
48528.48,-18069.467
-17057.951,-28954.822
-13424.841,20324.01
-32234.914,15803.31
-31476.764,19890.586
47995.38,-17709.328
-30081.727,-43810.37
60124.137,16811.182
-12363.511,-42657.73
-32435.453,3949.3384
18127.521,35658.86
-4739.504,-39151.66
-20255.33,13300.491
-30365.318,26944.836
11349.609,-37065.31
52170.285,31521.768
34059.633,-46560.312
43135.195,32888.797
30705.797,26104.918
-21846.346,-26403.531
-30380.545,581.9816
-31396.973,27747.402
-30195.553,18956.791
-15562.98,-20699.053
-4564.9756,-20414.031
-25582.574,16730.973
-10646.517,-24097.309
-27082.947,-14414.491
-29815.227,45992.61
36794.37,-3560.4336
-22820.264,9741.723
-29589.994,-37641.52
-9120.974,32081.23
-20317.385,19220.002
-25787.455,672.58673
45968.848,5973.4
4542.99,40027.312
-9275.223,25675.326
1921.5046,-34275.355
-20800.146,29165.646
-12897.67,6887.0723
-21796.754,28906.07
-22254.754,38996.055
-21920.268,20557.62
-12884.49,-9866.894
-30330.014,20532.623
-20080.533,-44255.188
-1857.1393,30397.95
-13061.973,20662.645
-25856.58,29260.984
-21223.547,-8671.624
-12798.748,-12558.113
-20466.387,35259.645
40752.902,39416.97
-6521.1377,31620.195
-27202.22,-9591.287
-28013.617,-9008.828
-26568.865,26361.668
-9408.754,-2586.1582
-32297.092,-10902.59
-9016.7705,5517.591
2340.4812,25569.248
-23075.938,47160.22
-25519.965,45478.97
-30253.828,42727.83
1984.7643,-4260.5713
43463.137,46752.656
35638.676,42941.24
62753.926,-35840.27
-21922.55,-16530.04
-13229.451,-42564.63
-28792.686,651.1223
-12640.414,-13508.274
59074.02,-27023.137
-33710.656,-26254.744
-20886.775,-12817.944
-21556.904,-33520.504
50730.85,-47577.13
53071.324,25656.494
33447.01,-45350.73
41325.043,39966.566
28919.836,-11258.521
53001.973,-32018.135
-21127.63,14018.106
-33912.91,-20851.398
-4299.0625,-3185.28
-10137.5205,21217.75
-21760.258,-18237.602
-28724.496,-18633.543
-28840.955,-7977.6294
13428.719,12767.071
38749.883,-27332.08
-21195.09,-7772.471
39897.46,-377.70288
72.499626,-13138.158
-29955.344,-22949.941
60588.53,45597.562
26671.379,-37762.965
-33757.844,-34953.715
-19710.723,31972.729
-4585.0654,14259.111
-26625.584,-43915.45
-28418.97,20606.082
54738.78,-42166.074
-16614.494,24453.502
151.287,26482.336
31357.902,44590.484
50846.59,-35843.285
-20381.662,16036.899
64309.79,-6559.0166
46966.95,-12543.808
-23986.984,-9808.169
-6377.0234,-35018.54
-12321.445,46571.35
17005.436,-30183.926
28927.357,-35104.492
53107.094,-32530.445
25152.605,-39831.016
-21395.549,21248.217
-23390.473,-27947.459
-31169.516,-15860.616
-28348.18,26794.25
-13116.324,-5480.2036
-14662.705,6602.237
461.57263,-42869.684
-14044.705,22258.451
13766.89,47732.895
-12223.742,-33401.355
-23719.861,1569.66
-30853.002,-14999.222
-30055.12,35715.21
-30899.572,5399.3403
-31483.516,26953.072
50937.242,-43228.0
45074.293,-11247.579
-7948.35,-9983.516
-30911.686,-9565.992
-31207.623,33505.477
22879.521,7434.576
25524.518,-21106.18
38934.83,-39159.008
-31927.748,33613.953
52328.79,-29886.812
-19477.834,2663.0925
39710.098,16015.464
43103.742,-3072.3088
-21475.545,46294.0
-5257.6733,15613.598
-33986.918,17688.994
-31711.596,-31272.588
-30331.908,18697.584
-4421.3867,42016.8
-18065.504,29026.201
-28817.262,18686.59
19477.615,15515.651
-11174.666,25457.676
18079.377,-12636.1
-5828.1943,-29892.043
-25961.71,-39258.555
-10427.094,-4406.3896
-4847.62,-2358.8076
-22272.459,31741.242
-14240.763,-7848.278
-33867.973,4584.5083
-14294.57,5713.419
-28329.594,-35090.105
36787.863,36347.125
-19715.537,-41688.477
770.8604,13829.004
-15378.532,-4958.032
-9278.8545,-5354.3135
-4862.7427,10608.88
-10883.859,-24730.404
587.7035,-19347.084
-25193.137,-41323.21
-26514.797,-10090.879
-21828.895,-47294.1
939.381,-17604.664
-13597.122,40596.16
-25842.412,45508.348
-19420.89,-38933.496
25076.055,-12732.697
47772.258,-22687.818
-27015.969,-42635.78
-30820.9,34766.348
-30899.393,47896.95
-28562.275,-44673.61
-6277.19,-40675.03
-29358.855,9510.292
-20746.633,1612.7726
39519.6,-10022.01
-31711.627,-40042.824
-25365.115,41947.06
-29856.38,40991.746
-26866.424,18125.768
-21735.963,-32071.201
-26926.633,26122.998
-29616.87,35134.97
5110.2314,7807.5654
-22064.61,44559.19
-18570.709,1338.3315
352.52353,34405.0
2483.871,14222.361
-18037.72,34939.188
-31148.387,-29891.775
4421.2114,-33541.117
-28261.623,9668.486
53024.984,9353.805
-26834.371,4206.0664
-25222.178,2097.5845
-22113.324,-31129.86
-16176.453,-30944.486
137.4012,-43172.51
-33970.84,24350.682
-6738.2715,-2207.6433
695.11365,42662.598
60985.527,10047.526
-28338.39,22952.34
64015.008,33047.832
44373.87,26193.008
-6151.747,43671.633
10561.289,-10947.369
58934.19,-7963.7266
22874.574,-7199.4604
63039.246,37282.18
21244.963,-7857.79
53157.8,-45729.613
-31029.271,-31093.244
-8547.381,-30119.373
-14070.6455,1205.7903
-33898.18,-6279.8657
-27215.854,-4202.94
-22216.979,-2036.4733
-30197.814,-767.8224
-25426.504,-40147.977
-6368.42,-27734.842
-17745.941,-45096.566
-26347.969,-31154.45
-26744.572,19467.393
10336.043,-26174.768
-29833.787,17766.713
-33762.332,-23985.299
-28909.158,41133.375
-5824.6313,-46557.207
54136.86,27886.559
-31926.615,-41171.945
330.49377,26896.123
-5054.283,43079.12
13549.615,-28314.756
-4125.135,26143.582
43415.68,40233.594
-34024.3,34346.32
29988.807,-37395.87
-14762.622,-27659.63
53096.68,-27179.195
-26056.066,33599.566
59926.113,-7764.748
-29289.842,28347.764
21866.361,5208.071
-23973.848,-9929.052
-2914.503,-2522.7964
-28318.48,39182.0
-25496.951,-46215.344
54088.01,6703.015
423.54953,23132.453
-29839.314,19181.83
-30907.541,12625.612
-22975.844,-22549.873
-5330.455,-47482.418
51049.973,-7331.453
-31361.033,43884.61
58138.215,-46543.426
-30759.156,-45464.996
-22157.2,-16279.291
-21863.863,-17393.04
-30885.732,-39937.79
-12349.11,-36184.3
52314.215,44920.875
54145.3,-14575.273
-17537.246,4436.2188
63432.855,-6963.8867
-2916.5137,-10478.931
22037.354,-17995.355
-6154.4707,14296.433
-22068.422,27533.236
35375.746,-21302.611
33528.844,-36089.88
50743.473,-45598.01
4093.515,-13896.652
-13120.603,-19927.385
40900.473,10090.064
48465.02,10743.024
-33871.5,-17826.494
-28436.354,-45630.805
-18879.482,-19976.168
9116.382,-15946.4
-29698.553,27534.51
-5827.8984,39948.695
-30558.955,-13236.189
-28391.795,-18617.889
-25932.488,30887.152
-29263.773,17476.635
-19303.72,6912.7393
-31938.719,2502.6628
-32627.969,-17228.76
-26444.24,29165.846
-30205.541,9969.92
-9952.658,-15812.498
-18336.045,42258.89
33117.125,47677.37
-16962.566,4492.2393
-13275.956,-34863.35
-7753.3013,26853.34
2984.0664,37662.35
-26694.068,-739.61053
-18239.203,-3596.579
13793.297,5368.721
-21691.46,25975.602
43873.547,11925.486
243.05916,25206.787
-26841.508,-4314.8755
-30148.113,21742.314
16872.416,-20220.822
-28726.732,8801.912
63309.492,-7093.5723
33697.363,47610.434
-16486.84,-32353.947
2501.28,-19947.88
41287.164,30221.83
-28992.734,-1749.403
30184.834,-13937.716
-31128.89,-37524.598
50765.914,-7783.8267
-3765.2512,-3278.5627
5240.7354,-18131.092
58378.69,33452.074
-9412.952,13307.434
59921.324,-31447.334
-29601.148,-12207.204
-33812.09,-47526.797
-4865.6504,47563.605
-30093.377,2326.7837
23908.844,33422.117
10031.606,-1516.5676
-32877.938,44372.71
-17620.674,47715.773
604.96344,22729.89
-29378.367,12798.405
-7389.0513,-14687.301
-22231.998,42754.715
13873.782,-36779.84
50874.375,-15980.97
-19018.482,39129.85
-21144.484,-10593.785
-8862.813,-16639.377
-6173.032,-30615.479
-13075.615,-14294.62
-28380.209,-43261.49
-21381.62,4091.818
-4901.1445,-28410.209
59930.684,-29472.428
-12277.063,-34401.996
-26654.057,40417.445
63354.645,17243.08
-14456.166,32891.527
52927.754,-12580.833
-25894.516,-12418.134
54054.76,1706.1234
2356.4722,13312.572
-4729.506,4401.9453
659.13293,14449.647
-23460.936,24802.553
-28444.576,18115.719
-22062.955,-30271.553
-28238.316,-38429.984
-28472.297,-36546.855
-13081.365,9102.346
-10758.233,42215.72
54917.848,6982.073
-27854.463,-28320.1
-6154.8267,-38293.258
-12310.312,-13919.453
-17248.889,11328.709
47988.145,16074.429
-31955.508,38004.633
49956.81,-34808.84
-3292.0378,1896.404
-22835.953,-24647.658
2405.683,14385.42
-23716.72,7003.7954
33417.03,-25016.715
-28655.57,17812.455
-28399.209,36775.375
27276.74,-9831.918
9716.541,35703.99
-13154.761,30842.736
-28373.879,1000.7381
-5745.4487,-21580.01
20246.918,17010.723
4692.2856,34388.156
60800.703,10452.853
-31909.514,31620.04
-13084.833,-2574.0806
44715.656,42433.754
16971.48,-30043.793
53952.285,-7986.518
-22262.377,36750.742
-21405.352,-14276.4795
10382.471,41094.426
58099.06,-20098.207
5032.895,47486.47
54787.79,-6115.339
-23906.37,-39155.74
48593.203,19384.23
50846.684,-30949.416
40867.125,11576.121
-13449.428,20441.553
-10776.645,19139.006
35354.113,17673.447
-30311.287,-44158.86
27270.59,39916.81
-4250.8438,42019.766
-19359.992,-32697.516
-19957.82,-8167.43
-9045.365,11903.201
-30472.246,-1351.0336
-22153.602,39269.773
-12919.732,47469.38
-22132.625,-17984.53
-5272.3535,9660.19
-6218.502,25984.078
-1994.5094,17790.213
37463.07,21640.154
-22019.145,38361.48
-26609.633,36731.21
-22362.244,31014.348
-15025.505,20878.963
-21783.436,-27279.229
-34041.312,38962.125
-10759.918,-37126.504
36903.055,40057.04
41129.31,-32898.664
44261.887,-32003.709
-21852.479,-48084.668
63901.08,-6842.2295
-1634.7091,-38186.848
-16997.969,-40706.63
-21596.148,-8204.391
-23213.443,-23248.422
-24044.998,38139.367
-16801.84,9248.47
2087.0596,-26579.531
-31135.951,-19204.027
-32693.086,36984.844
-23687.943,20852.273
-17003.867,-25232.293
-4206.475,-15097.501
-12946.302,-30364.12
53257.68,-46280.203
-13486.782,-36269.793
36964.56,-3498.2874
-32800.496,13918.596
-14640.899,-11195.2
-26777.967,-21524.895
-22063.277,12478.915
-31893.668,-1940.9608
36453.656,17593.13
-14111.047,-34165.78
47234.49,40968.203
1366.529,16719.758
10674.73,510.21854
36910.17,-32641.908
49084.95,-5928.507
-28783.65,-45351.574
-29300.236,-45623.953
52734.07,-32549.799
59949.984,26634.08
58153.53,1760.9019
-22146.746,-38862.51
54597.906,-15252.25
13676.878,-42682.523
-31964.867,31827.01
-25215.193,-1311.3129
-19128.213,24114.95
-28384.566,-28050.234
-5035.5557,126.6739
-26557.334,25109.09
4120.3584,-35209.75
-25814.45,8580.829
-10035.19,32963.777
-17723.236,-27389.215
38838.832,-37332.703
-25574.518,-32518.09
54842.34,31129.506
-28556.963,-3779.1248
-28430.633,43130.523
-31081.367,12531.621
-31025.979,21083.857
-21660.615,18536.85
-23429.467,21347.309
-30368.11,42096.02
-4866.7095,45394.008
50055.977,-21547.455
-23458.799,-4493.694
6133.247,42077.824
-23559.04,20155.0
-26340.207,-44900.3
-21164.338,-1937.1309
-27425.113,3122.0586
-25370.71,-17204.938
-12727.281,-13296.485
30721.055,24014.047
-21691.115,-8833.667
15913.608,38802.594
-21764.092,-34140.53
20584.463,-46353.74
12.894781,35213.324
-7810.941,27584.69
-22079.182,-15768.263
-11064.78,-24900.504
-22002.242,2876.9956
-20344.557,21366.174
-20984.207,-19873.893
-5888.758,-40898.28
-10090.593,-41405.84
-32655.271,-28898.29
53999.22,-33173.71
-5871.031,-40263.133
-9368.453,-38140.027
-12233.979,-1809.2538
2810.862,16265.32
-9158.098,-43617.043
43071.42,-41010.258
-4117.874,37908.41
2405.434,-36214.35
-21824.773,16671.523
-26030.404,-17775.39
-12351.109,28571.281
-28053.025,-5444.352
-25761.188,9501.43
62386.055,37372.316
36889.594,-15321.266
54108.695,-42640.227
-26849.156,-36931.19
-28616.938,5310.346
50869.81,-33972.406
4718.3413,4500.148
-10842.189,-46164.19
-16789.914,-46029.086
-6129.9067,15378.736
-22252.965,-39888.414
-23515.93,-11082.249
-21102.43,-16079.42
-27318.916,32973.277
23000.943,-39165.51
28926.975,-39833.18
53716.113,14444.306
-9416.465,-42477.13
-28007.19,5483.5938
-22828.488,-28201.795
3210.2834,46772.637
-16258.539,-33137.137
-17137.895,2700.2632
54701.625,33658.242
-12376.869,8854.863
51944.26,28369.828
-29310.875,-9895.764
-22223.459,-11695.848
-6212.383,30991.918
37904.035,-42840.336
-3977.7485,41006.695
-22030.742,-23384.375
-12466.287,17055.068
-10834.366,-46709.008
-23860.1,31333.008
55080.0,24936.09
52864.11,30149.938
-23454.357,44653.83
-23490.58,-12596.818
4250.7646,-25519.861
43574.785,32971.54
-33841.586,-20076.025
-23634.062,18039.873
61860.504,-41029.418
2651.166,-9057.623
-10383.817,-2775.7073
-30511.824,-35487.25
-28137.096,27684.488
43101.78,-41129.35
-30884.252,-31571.99
-21224.293,-36007.008
-21513.299,539.779
-28819.076,-29613.26
25177.242,-6258.59
-6879.569,-9230.924
29831.422,30271.727
-3517.1277,-16561.871
54572.023,18415.07
52049.055,12148.146
-21279.607,-40488.91
58975.984,39425.043
-17346.219,20759.105
-16070.506,-45155.95
-22289.113,3842.366
-28829.508,26988.691
36828.516,-11865.619
-22854.234,-40989.62
-26942.152,42496.78
-21722.762,6148.927
-33712.367,-42750.54
3420.0889,-21443.963
-22005.338,-10410.979
-28846.502,21616.025
753.9401,-2942.7434
404.10278,-39172.035
40510.23,-5810.96
1491.5515,-29440.56
-12087.965,-39508.863
-26571.393,-28451.342
35087.64,-14667.72
-10885.497,-30447.383
-7379.4395,-43290.48
13562.746,-41830.66
-28708.973,5159.7017
1392.383,14625.068
-5913.06,7939.373
-21856.322,12467.753
60321.39,-41407.152
48730.0,47003.93
-6212.2397,15734.598
17969.111,4854.1455
-6202.233,14135.614
51163.79,6061.614
-23356.424,-29317.459
-30194.148,-16081.617
-14765.217,-28598.676
-12315.624,15292.81
2467.7395,-34595.504
-32793.984,44134.92
-31290.34,-4756.4097
-18614.166,-6363.6987
-3645.3625,-599.73914
-22165.477,-37210.355
-8716.396,16760.139
-25195.992,-188.55275
-21574.145,4431.266
24223.256,-46494.766
1398.6608,-5963.5537
-23056.287,22662.41
6465.327,-21048.021
-28902.258,-8770.567
-3095.829,6168.711
-13875.204,-25474.873
43155.83,-18091.215
-28345.262,-9467.591
-29071.377,43809.043
55326.75,-10231.562
-14882.872,47098.96
-15138.325,-24387.541
64317.51,-34581.54
36646.77,39602.14
-21338.395,-24850.443
43078.953,1167.3048
-23973.312,-16280.887
-10244.041,838.9082
-17259.434,-14345.141
-14990.105,15914.058
-25654.754,31625.115
-29972.271,-19649.404
-32151.15,-26496.156
-32944.31,18166.398
-14011.523,35899.938
-23404.691,19701.768
-28632.46,-2258.7744
-31802.062,42291.6
-16894.113,14037.933
40478.793,-11868.49
-16903.87,-6202.621
4206.764,34320.203
43019.68,-47559.727
50271.19,15830.022
43147.375,46390.63
-21562.172,19939.566
-12364.932,26945.312
-21167.543,-44164.883
-30469.316,-34669.902
-10771.966,16341.108
-33761.527,14956.952
-28777.758,-27429.94
-20232.236,14044.835
30539.695,21845.0
64213.76,-32774.68
-32874.22,-22932.977
53819.715,-40073.68
-23366.203,-44745.625
47971.953,-9610.824
-4790.4194,-44830.492
-28741.027,7266.0957
-29703.389,3235.443
-5007.398,3984.2244
-31137.172,-13681.265
-28055.783,-32718.822
-21203.184,-42301.195
-16987.477,-25661.492
10611.784,40825.266
13487.207,-1135.5269
-23218.992,19441.46
-24045.637,8687.21
8894.695,-7158.753
15677.209,-34129.086
88.30144,5362.7856
-18146.54,25661.13
-30656.277,-11617.233
41832.86,25998.88
50855.84,-41893.0
-31246.314,43964.414
46624.953,-5397.8784
30073.379,-19272.697
-29776.203,-19988.748
-15063.036,-19432.248
62652.824,17623.379
-26606.93,-7201.02
-30325.406,34610.582
-27269.922,-25619.25
-3036.964,36331.355
54451.77,18658.367
50537.973,-38904.65
-20046.447,-38880.344
-4695.076,-4410.989
-29002.559,33772.06
-21681.361,40521.453
-16841.861,13354.804
-27954.086,-2142.4749
37018.855,23711.578
-3928.7454,29086.936
-21224.271,38831.535
-17091.441,-27393.902
23946.607,11714.1875
-33656.914,-38175.305
4986.3584,27874.533
-22845.242,-47861.562
-8608.022,-22628.006
-15454.43,41304.566
55211.49,46904.008
349.93045,-9877.658
-22865.568,-44368.246
13784.93,-36998.934
-14179.568,32796.473
-30803.336,-24842.936
22216.588,4424.965
3092.5042,-4738.8535
-5975.853,26879.436
36533.918,20391.174
59182.727,5508.964
42947.055,42353.836
-5985.3423,3415.739
25350.37,14581.6455
-28419.79,-13996.889
-21711.268,-20072.543
50713.758,15426.682
-17996.848,19303.414
-25471.701,-42365.844
-30678.867,-17899.918
-32837.324,42885.92
13861.08,-46615.62
3001.2046,-31406.74
-19720.867,24876.115
21960.291,3363.194
-33941.1,-44442.75
-9461.804,36957.504
8959.398,12616.52
-19849.336,-43031.9
-20196.643,41460.54
-22066.3,-8990.87
-31070.453,-33980.69
61064.82,-40617.49
-32059.898,319.4414
-26561.1,-20715.299
-22031.695,31835.467
-26949.727,47364.066
-26329.63,-10516.896
46336.906,42293.133
-16284.6045,-33850.87
-19346.621,-21144.023
43691.562,-19496.195
-32315.406,1421.5077
-30005.102,18824.828
20537.244,40733.395
-14666.338,12558.522
55432.438,-17257.84
-26595.094,33217.523
-28496.285,-3974.438
-28421.135,-42837.855
-23918.027,47451.223
-33697.375,29997.35
-12477.242,-24346.143
-31527.326,28150.924
-22955.129,-12831.217
56233.31,34905.695
-22116.283,42266.41
-26389.656,39624.605
-23360.904,-5125.905
-12664.554,-20391.434
-21523.799,37227.188
-28867.715,45128.445
-23718.238,26322.904
-22946.77,21987.543
2491.2334,-4027.041
-28356.434,792.83453
36719.05,-26184.441
-28662.447,6495.898
41387.973,-28979.45
-27992.633,20551.504
20157.396,5758.0347
4272.5107,-32611.086
61864.39,21994.664
-26042.684,-42563.37
-21921.871,-8342.168
-32281.414,43227.9
-22854.36,20426.22
45234.24,41374.836
64488.887,-3310.9155
-30761.494,-40085.66
36521.633,-24618.467
-12746.779,43762.06
-21890.018,-12169.841
-3591.6694,3559.3801
-30825.84,23328.383
-31548.127,1517.9202
-30868.89,10709.737
46593.35,-77.81467
-32160.615,-15416.032
9206.817,29234.865
33602.664,-25132.455
-19069.322,-19035.605
467.45944,34145.836
45251.65,-18450.469
-26962.043,43721.855
-19369.648,-37983.797
-21800.434,-28914.785
-21792.1,-31052.783
-30547.922,8702.039
51852.105,-35455.45
-16737.918,36915.3
-26493.451,478.0708
39639.152,29392.139
25257.244,-2400.7527
-6386.284,23337.965
37209.69,26858.436
56110.098,-42868.805
-21588.197,28999.482
-20227.252,32327.725
-29595.582,24309.574
43116.312,-26496.514
-14569.672,8295.751
-32149.799,46750.37
-5763.214,37885.76
33689.965,-15305.781
-23636.738,-28799.45
-31984.14,-19542.559
-10682.952,-2209.6558
1478.8888,-32221.428
-7229.8076,-43543.6
4474.153,41274.816
40643.184,-294.83273
-5099.3,44420.72
-10242.688,20312.97
-7247.652,25016.898
-2508.5562,-41112.633
29008.42,-45958.1
-29962.166,19854.777
-17594.57,-4006.1196
-27058.666,-24732.85
-23399.857,186.14601
-26574.7,20940.438
45422.125,-39548.324
-12690.697,-26388.803
-27572.04,-39608.55
-6847.3774,47307.203
-33901.957,-6469.684
40130.004,30271.332
46585.047,42349.234
-6045.5093,-16034.902
781.93146,-35256.332
-21211.398,-13230.3545
-27275.363,23323.098
30905.021,-20393.617
-12207.206,-4999.56
12986.182,-20507.695
-30696.79,24951.012
-14589.007,-10261.319
-28173.184,-7921.925
41705.953,21178.031
-5971.079,2669.8545
-20208.084,4290.7666
-7102.783,-15779.989
-19158.082,-36430.83
-20906.996,-12251.373
35384.0,-32004.7
1000.4584,9226.454
-25500.377,17479.502
-25666.662,-23623.66
48935.55,-654.75104
56541.414,29386.96
2613.6838,24721.89
-27011.54,-46953.676
-21971.28,13346.781
2120.6921,-42533.305
-22199.83,1340.0422
-28278.836,-47520.03
58304.367,-43338.418
578.008,20955.518
-28708.658,18864.781
60682.434,-15666.919
25120.404,12123.613
-17727.373,-7532.567
69.653564,32366.97
-29954.432,-3326.4482
-11475.499,-38224.688
-28855.143,45941.676
-30364.676,16600.438
54826.332,-42695.703
-4880.238,-33856.363
-17537.822,-45913.703
-21769.12,18270.29
53091.727,37238.305
39758.332,-24439.37
-22358.63,43540.812
-13938.155,36119.113
-17668.967,43252.188
-27975.693,-7551.7637
-3924.7666,-29319.389
-21581.81,31691.695
-18131.764,38348.75
-14250.137,-13222.886
-23655.96,18157.879
60045.137,-19535.979
-1167.3914,-28243.355
-11706.552,5159.4785
-9491.449,19157.191
-30716.406,-31606.469
36427.117,9339.977
-32730.586,-8585.521
20745.545,40550.4
-30552.92,-32080.15
379.43533,7982.2856
-30680.375,39478.703
-28009.793,33200.67
-16037.436,-14393.871
-5913.4688,21787.295
-26418.73,-33336.94
-25503.066,30875.072
45291.168,-43450.93
-32918.375,-9211.693
35055.336,-21889.717
-2978.4475,3412.0
-30833.535,20618.535
-10861.334,-14137.074
-17078.248,-32856.953
-26436.994,5330.5723
54851.617,-30113.092
46593.89,11463.003
-30197.508,-44377.184
-33831.69,-18506.79
-32098.557,32277.186
-16103.817,-24984.814
53043.45,-35883.97
-32098.05,-28638.018
-19546.48,26415.193
52982.336,3.0630722
-2092.158,-7301.4717
50644.387,-16885.135
-13015.861,-21278.447
-29409.938,-45916.145
-9327.234,7708.075
-5924.8745,-30146.871
324.1829,-45973.883
-29588.848,-6931.512
3099.3645,-24689.26
54787.117,-45512.355
-33987.5,41773.84
-30343.123,-43630.617
36689.66,13160.045
-30332.752,-19720.648
-2467.0137,-1752.1608
35676.543,-12881.921
3286.7017,-26675.809
-16685.691,33587.887
-23114.47,11050.376
-14247.831,43671.793
1091.7031,16685.924
39816.625,25402.836
-18235.273,26218.336
-15407.17,20899.816
-30909.832,-1286.9901
-19655.656,-32901.746
-12527.019,42746.656
-32404.535,-33648.574
-25892.79,-35082.21
48607.14,29305.545
-20527.018,43980.793
-30755.898,-33876.45
-32553.111,-27795.873
-30765.791,-1562.5325
30914.824,-16294.865
-27853.26,-33206.125
-4942.8003,7462.957
-9366.541,42335.883
-21988.443,-30570.312
55893.734,-12046.949
-9550.486,-41383.082
-12135.138,-36541.414
-21047.568,-13859.746
29056.445,23496.078
23260.738,-897.2662
54349.6,-302.04553
-26063.127,19101.715
-18072.186,44088.816
-31703.559,29748.744
28741.559,33681.395
44344.29,-25075.592
-28700.22,-41612.668
1239.3103,-42290.055
-7089.5557,8283.336
3840.9084,-16832.076
-14689.676,22767.893
-9235.043,11612.7705
-21369.41,32011.443
235.73544,25670.328
2144.9512,-25885.168
15621.699,-32071.146
39932.246,2388.1611
-6243.9346,22845.92
-16531.494,28898.447
-21883.65,-30182.092
-21793.438,-16994.547
-24060.875,27103.846
-21520.682,23355.861
-2698.9175,-40321.5
-10733.109,-40564.734
-29040.693,-14689.18
