PC1,PC2
-32822.863,-31876.658
-22228.188,-11585.883
-25513.766,-5808.9346
60736.5,19222.725
6666.566,6010.6904
64304.656,-24876.865
6657.448,-34998.52
-3460.118,-19519.875
38792.52,-1035.3492
-22810.143,-34396.04
50713.18,-4204.997
-6142.7925,28781.748
-23974.145,-675.2098
-21543.492,35730.992
-29884.82,43582.18
-32766.084,-22877.646
-9007.355,26761.84
2367.04,-43878.793
-4957.6597,42846.64
-25730.086,47272.797
25595.545,3695.089
-22122.264,-20548.96
53279.44,-45316.047
27043.367,-887.34753
48289.863,-9781.178
-27109.117,12229.333
-28005.639,30171.59
45373.664,1836.4094
55594.812,-8504.877
-9858.688,-21478.59
-29287.098,10186.713
-6241.2056,-22430.912
41335.414,-11038.52
-22216.94,30820.701
-16517.836,-5876.0005
-6088.3477,35515.227
36994.766,24099.867
12852.176,-37834.242
-30735.467,33881.324
-31040.473,31685.555
-8958.862,-7808.6055
-33089.06,1001.93616
-7225.9434,8042.961
-6992.189,16695.275
-20130.062,12354.907
99.55908,29682.47
44867.64,46127.043
-28295.258,-23874.828
-19526.955,-32838.61
-32781.133,14314.001
-30006.094,17784.352
-10308.873,-839.6858
-13016.511,41247.527
-26916.795,34892.895
60575.195,3076.1812
3307.719,47550.715
-30722.08,-3638.9385
-30840.89,34030.152
12587.979,-9032.193
57990.47,8054.7563
-19216.66,29272.814
-21387.459,9511.5205
-27908.273,-18914.037
60010.434,43778.17
59352.523,31418.615
47965.07,40297.35
5145.3794,-46277.152
49115.71,-34761.156
-32264.889,-14222.045
-9086.283,2468.5515
-16708.99,46382.656
-21656.988,-37797.965
-14802.199,-1678.834
-28123.152,31777.717
21953.756,-23879.459
19540.613,9391.71
-29554.559,-9993.245
2055.033,22588.016
39204.12,36442.168
-10717.57,-41901.477
-22120.506,29127.637
-30630.152,25057.197
51836.473,-7488.257
39942.688,-41686.996
-28824.875,18934.227
-28356.334,-16050.715
-23611.338,34510.23
33530.04,-27081.863
61564.535,47676.637
2281.0789,-43001.164
48214.96,9388.289
-30627.662,32395.033
61549.184,4944.6587
-13149.706,3862.8655
42638.445,29204.445
-28351.803,-23617.896
50570.477,41403.977
-33603.51,-3437.346
4572.678,6284.755
13616.08,34709.168
21839.217,5098.6123
60854.773,13830.234
3106.0059,-40709.027
-28664.791,31899.254
-31876.12,-45746.105
-9425.289,44118.996
56839.168,-14371.558
46133.01,47377.707
-31972.129,25086.084
-9275.686,40832.574
22920.344,43892.277
-22323.246,13133.757
-22581.49,42205.13
43520.08,10596.045
60548.48,-39053.836
6131.031,-9164.257
-28099.309,47715.555
10640.066,-20305.547
40604.836,41792.64
53879.816,10376.359
-31362.139,13464.125
-22148.559,22295.559
58117.863,25102.533
-12971.648,-39848.977
-25629.244,19471.504
-20928.338,-44675.074
-28168.896,9614.115
1837.7952,-13732.943
-29940.717,47640.86
61031.996,5873.7964
-26783.38,-45159.11
-10708.904,-16211.936
22024.428,-47413.03
34977.66,-39114.48
53790.273,-17955.088
-30464.06,-22988.777
-27907.602,-29643.25
-21466.346,40379.133
41850.992,-45575.527
-5929.245,8322.952
-30742.574,44647.902
1187.5071,-10054.281
23850.867,10565.929
-21852.275,26301.914
-20335.746,9901.012
54392.5,42574.855
-29255.037,-15406.494
13604.601,41484.79
-15983.159,13252.065
12500.354,13488.828
36991.91,47197.855
19335.572,-37135.38
-33922.594,-47126.547
-13926.098,2584.2876
4717.962,43993.945
-9929.218,-23014.918
-22749.32,42700.285
-21485.557,38159.613
33248.863,-39304.484
20356.906,24636.705
-22059.447,43047.215
51219.824,-27984.473
-13186.031,-46488.035
-21594.549,-29346.537
-29839.736,41422.22
-29611.188,-13467.402
43718.047,-22956.443
-17790.098,-4550.987
43719.496,38919.133
-2841.0244,-11698.908
20321.086,8126.985
61517.41,18897.951
-8847.982,-44077.98
-27103.086,-7859.711
46367.77,-34978.246
-8843.858,14258.448
-5949.5913,27312.371
-21985.273,-3487.8186
-29268.016,-15952.933
-21747.953,31803.348
-26342.47,-31799.504
54629.777,-34582.06
60789.375,13280.738
43926.414,7015.5625
53251.25,30502.822
-30505.854,-42451.06
-20299.059,29730.975
-14515.979,-29649.695
42177.633,-25312.99
-22168.918,23381.004
60581.85,-5054.189
-29366.994,-33708.84
-21058.578,-14215.6455
38698.42,1663.3844
-28286.078,-21704.195
-31116.533,-36158.758
-32106.633,11303.236
-14205.563,32420.93
-26176.021,26543.076
-21376.928,-9848.148
51514.758,1069.7108
10047.69,-46290.46
6366.7964,31034.748
29836.96,29437.7
-21166.645,6437.303
-22226.607,-16161.904
468.93143,30971.105
-6140.744,-39399.9
-9380.833,-11766.116
-7200.608,-9103.094
-25963.133,6596.732
54972.645,39389.66
-26274.402,39413.402
-32001.057,7439.1904
6488.441,-13168.057
4454.0293,-36805.215
-31357.418,4033.5706
58023.105,1132.0126
-22139.293,-30801.754
-21348.994,-17520.85
-21090.914,-27631.895
60792.832,47419.605
96.25063,44346.57
36924.656,-42185.227
-30984.4,31454.332
-2290.1729,15041.142
-12226.782,41496.375
849.2412,20208.062
45123.977,-11996.295
-24011.44,21901.791
53103.082,8707.734
-10157.549,3324.2964
-22205.5,-7296.107
-12897.836,1563.334
-22939.977,-19128.486
-8894.934,40289.3
-26538.744,-34878.16
20618.74,40820.02
-19390.555,342.44043
1793.1128,-13857.07
-6021.428,20810.6
38743.797,18726.729
-21917.07,37388.086
-4698.9995,-38764.96
-31020.889,13552.17
-2093.2754,29229.756
-31877.857,27521.22
-18064.805,45778.63
-12972.216,-39055.9
54122.4,1500.7189
30468.36,34066.29
-31100.793,-22781.41
-4441.7563,46107.12
55000.664,437.34998
-17710.016,22346.23
-25386.47,35216.77
24014.873,-6908.2065
35243.047,35323.81
-12412.965,-36725.547
51182.758,-17540.559
-21120.914,29697.22
-31547.22,-3308.7024
-22189.29,803.6482
56312.19,-25511.982
-14610.999,15069.75
43573.527,-11130.873
-13923.55,-44630.105
-33890.938,16828.416
-14777.066,-17646.29
60467.65,38621.57
-12712.4795,38462.055
-17833.766,-40790.824
-25184.613,-28329.59
-31891.777,-15732.984
-16603.754,-9204.418
-13832.273,6343.152
35468.94,-36489.37
-17010.262,34206.895
-30135.5,-29600.88
2493.5574,29950.19
-15870.298,-45064.805
-22221.54,31898.23
-31000.04,-44253.367
5101.582,-25998.979
-21618.629,15658.518
-6180.436,718.1537
-31826.842,15503.703
27550.506,9062.157
36354.363,30782.086
-30108.36,27236.547
40468.85,-2616.9583
-28407.332,16104.408
51142.2,24734.424
47757.71,42778.04
-22040.195,-23277.756
905.2754,-43800.742
47008.516,39578.387
-15285.901,9553.62
-13559.653,-15920.148
50424.824,42822.26
-17008.66,-47864.176
-23536.215,46780.75
2542.3323,-12966.467
5125.99,9109.002
56308.684,-27727.734
-22159.93,11168.854
2530.1548,-11283.399
-16222.447,-33338.246
-30872.242,45327.438
-22759.57,-31337.254
-33727.08,-9876.484
13610.909,-7672.8164
12928.554,-23470.316
3108.7314,-35597.426
-22116.662,-25395.299
51915.375,24987.348
-20901.436,18311.527
-23834.232,29133.312
52083.586,-16719.492
23016.566,36298.043
-27222.37,46105.867
28085.1,38955.766
37824.773,5754.08
-21906.736,-41386.33
34631.95,-5841.4893
-22873.82,-1698.3248
-30128.031,-23809.027
-30272.086,-43526.92
25056.576,-19884.248
-7671.833,-24841.637
-30930.78,29977.043
50705.78,13053.212
-33756.844,-44026.895
49344.61,2960.1504
-22979.646,-18685.033
15820.491,29884.498
-26666.256,46996.105
-20377.066,-24014.26
3090.9016,17345.725
20436.379,-16301.058
-30171.42,-31875.701
-21914.836,13082.765
-21944.996,42897.773
1943.3154,-27698.576
-30887.361,-44253.83
53162.04,-11412.102
-13925.685,-8725.014
35377.914,-44263.875
-5058.7114,45563.07
56510.17,21763.48
3358.6792,-45997.703
-7815.6484,-24207.352
30854.34,37760.844
-5857.059,22147.168
-32079.488,39664.45
-30381.432,37776.203
-28073.098,-15520.157
31454.707,-43124.914
-17686.512,-46517.31
-15209.137,-18401.193
2512.4668,6523.238
927.2698,-1495.1288
-30693.793,43177.695
-28067.469,40474.418
-31043.51,9511.066
-18994.674,-32582.262
-29631.74,12528.952
-2893.3604,-10248.419
36711.902,11044.072
53112.88,-32087.68
20411.035,25735.557
48959.97,-11204.535
-21694.477,28904.377
25538.332,-27789.549
-32710.496,37252.1
62355.57,-35308.324
44864.45,-46464.953
-29101.525,36838.426
-18215.084,32643.947
63803.918,-11791.107
-13981.555,39239.72
-31066.27,37424.684
19099.19,47817.438
54918.773,33235.094
60543.477,-21384.586
-30876.479,30546.424
-14530.275,-34242.902
10480.465,-10821.685
28913.469,10893.219
37806.35,21656.76
13651.759,-11885.933
22270.506,-7954.0454
31683.664,-30924.758
-6192.6934,21627.428
-31868.658,23825.738
48795.133,24196.984
-27957.342,-40423.81
-21498.264,10106.065
-19270.436,-8232.728
51792.63,28034.309
-16621.307,44755.2
-22732.127,-43523.41
35596.92,-14982.153
53803.14,-20222.188
-12949.979,30397.607
26923.428,38327.38
54595.367,6457.2627
53171.395,-25851.22
-25971.041,-34026.875
2762.932,-25004.424
-19092.809,6855.8027
-12872.753,13011.413
-14224.81,40077.99
-4871.359,20205.732
-22307.967,-24864.865
-31152.229,32851.62
38137.97,41584.73
-30070.367,-27339.137
-4307.086,-36864.34
-30303.31,-45850.78
51858.656,41403.18
25605.514,30222.357
23093.338,-32458.275
3511.8643,-28635.951
19266.902,-36141.992
-12345.392,-47478.633
-21985.537,23398.053
838.9085,9162.213
-7127.63,299.41327
-6095.2515,44372.867
-20918.771,-2094.784
54636.375,11158.219
-23503.35,-5142.0713
-32228.04,-153.51756
58901.316,-35688.344
11172.3,1240.9873
33636.664,6944.948
-22947.191,-7732.1553
-29483.604,10467.74
451.44467,23677.174
-17160.744,22114.117
-6141.9956,45423.59
-22943.77,-8225.405
44323.59,15626.206
-20564.463,-4269.2275
-29907.922,-7363.9146
-4801.506,39125.83
-26366.23,-624.83936
4415.505,40948.19
62613.953,-4942.087
-14325.218,-34148.977
-13066.012,835.39954
40276.07,-47588.016
29427.39,9067.158
-14377.014,4413.6504
-33608.414,-42190.87
1142.4922,-28450.178
29988.436,-47634.402
-21573.416,22938.594
-33975.45,-42140.87
-30911.014,-24557.156
-22196.71,14986.781
51104.047,-21249.342
63824.96,16541.178
47353.207,30859.14
-22138.676,25899.164
27309.857,-37744.816
41135.438,47179.96
48687.543,45182.652
-33886.61,21131.498
42941.99,46513.785
2522.1797,-6179.3994
59839.3,37747.977
53589.633,33063.33
-31084.102,44888.773
3997.4734,42854.742
-6121.1953,-15418.457
-7752.114,-41904.082
4711.9487,-30301.455
-29454.818,18466.924
28109.1,-45097.566
53948.75,24862.906
33325.14,28014.973
-33793.902,9137.452
-30987.385,32075.336
-21966.912,-2319.1
41709.816,-45514.766
-10739.704,-13395.856
-9287.545,-43478.188
-23392.146,8292.193
48673.11,-32909.234
-28413.254,27426.42
-33955.6,18034.354
-31135.686,-280.23657
-31326.498,36276.18
-10626.201,37296.15
-22072.59,-14687.68
-26116.246,-32484.895
131.2753,23441.086
1544.2031,-16298.644
-28385.057,-15040.954
6433.7417,15848.708
29353.895,168.7023
16442.182,40064.332
4481.793,-5177.3374
44786.715,425.4089
35683.055,-46083.457
39371.637,3410.4812
-21939.404,-7048.365
-23787.92,-42610.035
-31985.623,35745.992
-29660.559,2256.3665
-23839.99,-13551.833
-20130.793,-38507.98
-21991.201,23496.502
33323.754,46100.082
-13159.841,35389.13
9074.598,-42848.137
-27079.291,29759.053
52870.23,18782.545
-8720.043,-37043.59
-21524.51,45110.746
-30158.303,35281.074
14932.216,16845.93
-21790.26,23505.967
-12439.491,23487.36
39789.754,-36565.688
22958.78,28620.94
58842.723,38420.55
-25357.277,-42399.203
-24059.492,24557.36
53765.047,29137.225
-5839.7056,-19435.324
26665.562,29339.082
-23547.91,4133.2344
51919.156,24311.438
-21968.873,43294.582
-12167.827,44592.676
4365.389,22563.346
-32555.021,28147.768
-4500.5996,-3650.4658
-21792.477,-40634.85
52987.008,-15899.945
-30854.455,-27658.19
-6009.182,25694.863
11305.981,1859.4664
-21784.469,36146.5
-26377.053,-38800.36
-30646.55,-42867.594
-25298.758,-8151.102
-22246.91,8868.374
-19500.883,-19099.727
-20118.037,-23143.947
48145.19,45663.8
-23018.43,41512.52
-26557.703,30664.102
-9595.527,32894.484
39737.168,-10509.863
3373.2754,7245.289
-22893.99,18364.754
60529.83,37323.11
-1437.4974,-36510.74
36903.33,-17580.523
56769.805,6399.1597
36683.473,37410.02
-4148.528,-4690.329
487.24533,-25384.914
-33978.484,38588.008
56141.13,1664.5481
53171.145,-11578.77
51830.57,37541.92
-12845.769,-5791.4346
35250.582,3117.6987
-16723.32,-5125.5254
4311.357,33105.11
-25533.35,-20868.799
50852.445,-22774.602
-30530.07,1522.1399
42866.94,47971.984
1061.0756,-28698.146
-29725.43,-14528.309
13037.41,6365.725
60204.13,-26311.617
21140.139,14243.896
-31707.5,44716.945
-25488.945,22375.764
22478.855,19954.027
-29657.72,25575.955
27513.744,-46809.113
-4965.5825,-25638.586
-7034.151,-9199.931
41881.67,39068.887
-29345.54,-6017.472
-29103.982,-14466.361
-29932.707,-23979.363
1804.686,-15299.562
-12913.194,17928.629
1391.7379,44793.727
-10838.401,-31120.908
-15961.978,45201.47
-27193.146,20360.312
-23465.48,-47815.84
-12217.979,42873.32
-22181.898,-16778.195
-1231.1826,261.37952
